Category,States/UT's,Districts,No. of CSCs,Female,Male,Total1,General,OBC,SC,ST
Case Registered,Madhya Pradesh,Burhanpur,167,441,538,979,99,417,309,154
Case Registered,Madhya Pradesh,Chhatarpur,558,18363,80487,98850,11241,35945,46092,5572
Case Registered,Madhya Pradesh,Chhindwara,786,5840,12955,18795,915,11538,3099,3243
Case Registered,Madhya Pradesh,Damoh,461,15486,64590,80076,6308,34444,26741,12583
Case Registered,Madhya Pradesh,Datia,290,11800,14282,26082,1041,6394,13723,4924
Case Registered,Madhya Pradesh,Dewas,495,3976,8188,12164,1671,4566,5041,886
Case Registered,Madhya Pradesh,Dhar,760,8440,12810,21250,3121,3589,12940,1600
Case Registered,Madhya Pradesh,Dindori,364,7202,9381,16583,1449,5025,5165,4944
Case Registered,Madhya Pradesh,Guna,421,12853,26415,39268,3869,12523,20672,2204
Case Registered,Madhya Pradesh,Gwalior,258,4184,5698,9882,1001,3891,3742,1248
Case Registered,Madhya Pradesh,Harda,210,972,7225,8197,3671,1415,2338,773
Case Registered,Madhya Pradesh,Hoshangabad,420,1894,3049,4943,675,1959,871,1438
Case Registered,Madhya Pradesh,Indore,323,666,1618,2284,481,1086,594,123
Case Registered,Madhya Pradesh,Jabalpur,522,2606,9252,11858,219,1204,8591,1844
Case Registered,Madhya Pradesh,Jhabua,375,815,1583,2398,313,277,1470,338
Case Registered,Madhya Pradesh,Katni,407,1634,3828,5462,741,2239,1324,1158
Case Registered,Madhya Pradesh,Khandwa (East Nimar),419,2892,18560,21452,1877,6811,5091,7673
Case Registered,Madhya Pradesh,Khargone,590,6023,7160,13183,274,949,11262,698
Case Registered,Madhya Pradesh,Mandla,487,1192,4163,5355,233,2301,1209,1612
Case Registered,Madhya Pradesh,Mandsaur,449,1641,5646,7287,1169,2554,3117,447
Case Registered,Madhya Pradesh,Morena,478,4830,2881,7711,907,4638,1800,366
Case Registered,Madhya Pradesh,Narsinghpur,447,980,2223,3203,231,905,1902,165
Case Registered,Madhya Pradesh,Neemuch,237,741,1505,2246,250,1157,704,135
Case Registered,Madhya Pradesh,Niwari,136,552,1865,2417,187,1627,505,98
Case Registered,Madhya Pradesh,Panna,386,9615,24297,33912,2484,7596,20734,3098
Case Registered,Madhya Pradesh,Raisen,499,11717,13549,25266,662,13564,3992,7048
Case Registered,Madhya Pradesh,Rajgarh,622,8005,18272,26277,2639,12904,8197,2537
Case Registered,Madhya Pradesh,Ratlam,418,960,4098,5058,1752,1418,1400,488
Case Registered,Madhya Pradesh,Rewa,820,12402,28101,40503,9499,10485,17721,2798
Case Registered,Madhya Pradesh,Sagar,743,5713,17727,23440,2022,13702,5836,1880
Case Registered,Madhya Pradesh,Satna,694,16120,35251,51371,11549,19678,17383,2761
Case Registered,Madhya Pradesh,Sehore,515,9197,7639,16836,1004,975,6497,8360
Case Registered,Madhya Pradesh,Seoni,635,4902,14669,19571,1749,10359,2887,4576
Case Registered,Madhya Pradesh,Shahdol,390,2164,4658,6822,799,1443,2219,2361
Case Registered,Madhya Pradesh,Shajapur,338,1417,1884,3301,488,1659,976,178
Case Registered,Madhya Pradesh,Sheopur,230,1191,2096,3287,162,880,1332,913
Case Registered,Madhya Pradesh,Shivpuri,588,2931,6981,9912,526,2647,5576,1163
Case Registered,Madhya Pradesh,Sidhi,400,5836,8925,14761,1954,4841,5129,2837
Case Registered,Madhya Pradesh,Singrauli,310,7739,66944,74683,13257,41096,9729,10601
Case Registered,Madhya Pradesh,Tikamgarh,324,3876,15741,19617,891,11536,5839,1351
Case Registered,Madhya Pradesh,Ujjain,609,6505,9129,15634,1008,4679,1537,8410
Case Registered,Madhya Pradesh,Umaria,232,3515,3425,6940,740,2117,809,3274
Case Registered,Madhya Pradesh,Vidisha,573,24581,45424,70005,4942,20518,19973,24572
Case Registered,Madhya Pradesh,Mauganj,1,25,47,72,2,43,21,6
Case Registered,Madhya Pradesh,Maihar,1,0,0,0,0,0,0,0
Case Registered,Madhya Pradesh,Pandhurna,1,0,0,0,0,0,0,0
Case Registered,Maharashtra,Ahemadnagar,1319,15657,20792,36449,7848,6994,17055,4552
Case Registered,Maharashtra,Akola,534,13298,13370,26668,5035,4967,14052,2614
Case Registered,Maharashtra,Amravati,841,10639,8468,19107,2633,4414,8962,3098
Case Registered,Maharashtra,Aurangabad (Maharashtra),867,13947,16631,30578,14057,5335,8503,2683
Case Registered,Maharashtra,Beed,1030,9220,31044,40264,9918,6840,19175,4331
Case Registered,Maharashtra,Bhandara,540,8933,12256,21189,2261,6815,9501,2612
Case Registered,Maharashtra,Buldana,872,991,3001,3992,591,813,1036,1552
Case Registered,Maharashtra,Chandrapur,828,3646,6860,10506,1880,1484,3796,3346
Case Registered,Maharashtra,Dhule,548,4708,6294,11002,678,664,2303,7357
Case Registered,Maharashtra,Gadchiroli,459,13634,30193,43827,4474,8039,15073,16241
Case Registered,Maharashtra,Gondia,547,13686,38212,51898,10586,13214,17971,10127
Case Registered,Maharashtra,Hingoli,563,1167,4262,5429,2451,910,1283,785
Case Registered,Maharashtra,Jalgaon,1155,3262,4492,7754,1886,1251,3383,1234
Case Registered,Maharashtra,Jalna,779,2694,9931,12625,2981,1321,6023,2300
Case Registered,Maharashtra,Kolhapur,1027,15972,13121,29093,12397,4688,8601,3407
Case Registered,Maharashtra,Latur,785,847,1184,2031,666,329,489,547
Case Registered,Maharashtra,Mumbai,157,854,506,1360,223,336,770,31
Case Registered,Maharashtra,Mumbai Suburban,251,167,214,381,114,66,201,0
Case Registered,Maharashtra,Nagpur,769,1947,4974,6921,1738,1692,2641,850
Case Registered,Maharashtra,Nanded,1144,2757,3679,6436,1561,1308,2355,1212
Case Registered,Maharashtra,Nandurbar,600,12554,25531,38085,2555,3598,8417,23515
Case Registered,Maharashtra,Nashik,1287,16500,18631,35131,1830,3044,13429,16828
Case Registered,Maharashtra,Osmanabad,622,15957,52309,68266,18888,12814,29223,7341
Case Registered,Maharashtra,Palghar,472,2844,2993,5837,4605,437,710,85
Case Registered,Maharashtra,Parbhani,704,1592,20318,21910,3011,1415,12599,4885
Case Registered,Maharashtra,Pune,1306,4691,17878,22569,8134,3432,7789,3214
Case Registered,Maharashtra,Raigad,809,6479,15603,22082,7412,5420,7754,1496
Case Registered,Maharashtra,Ratnagiri,845,2236,12905,15141,4334,1818,7185,1804
Case Registered,Maharashtra,Sangli,692,8757,13650,22407,12235,1691,7138,1343
Case Registered,Maharashtra,Satara,1419,7373,12153,19526,13362,1863,3649,652
Case Registered,Maharashtra,Sindhudurg,431,507,784,1291,199,253,645,194
Case Registered,Maharashtra,Solapur,1029,14835,16090,30925,15138,10838,4469,480
Case Registered,Maharashtra,Thane,431,2145,4045,6190,1240,573,1387,2990
Case Registered,Maharashtra,Wardha,519,6244,3363,9607,139,846,5846,2776
Case Registered,Maharashtra,Washim,491,22908,84655,107563,11852,18288,63193,14230
Case Registered,Maharashtra,Yavatmal,1203,2195,2961,5156,949,1045,2055,1107
Case Registered,Manipur,Bishnupur,22,128,154,282,69,149,58,6
Case Registered,Manipur,Chandel,2,46,59,105,30,36,25,14
Case Registered,Manipur,Churachandpur,3,41,19,60,3,8,32,17
Case Registered,Manipur,Imphal East,46,28,52,80,30,30,12,8
Case Registered,Manipur,Imphal West,31,58,201,259,80,137,31,11
Case Registered,Manipur,Jiribam,6,6,0,6,0,6,0,0
Case Registered,Manipur,Kakching,17,4,0,4,0,4,0,0
Case Registered,Manipur,Kamjong,4,0,0,0,0,0,0,0
Case Registered,Manipur,Kangpokpi,2,0,0,0,0,0,0,0
Case Registered,Manipur,Noney,1,0,0,0,0,0,0,0
Case Registered,Manipur,Pherzawl,1,0,0,0,0,0,0,0
Case Registered,Manipur,Senapati,1,1,8,9,8,1,0,0
Case Registered,Manipur,Tamenglong,2,25,73,98,5,41,0,52
Case Registered,Manipur,Tengnoupal,1,0,0,0,0,0,0,0
Case Registered,Manipur,Thoubal,24,83,86,169,25,91,21,32
Case Registered,Manipur,Ukhrul,2,167,263,430,0,67,1,362
Case Registered,Meghalaya,East Garo Hills,32,707,1110,1817,151,133,492,1041
Case Registered,Meghalaya,East Jaintia Hills,94,1016,884,1900,45,22,150,1683
Case Registered,Meghalaya,East Khasi Hills,185,2553,3668,6221,324,7,48,5842
Case Registered,Meghalaya,Eastern West Khasi Hills,43,307,373,680,7,5,40,628
Case Registered,Meghalaya,North Garo Hills,301,2025,2264,4289,129,12,53,4095
Case Registered,Meghalaya,Ri Bhoi,114,1977,2223,4200,246,14,31,3909
Case Registered,Meghalaya,South Garo Hills,67,1204,1332,2536,32,26,30,2448
Case Registered,Meghalaya,South West Garo Hills,138,747,1938,2685,1542,13,140,990
Case Registered,Meghalaya,South West Khasi Hills,64,496,312,808,0,0,3,805
Case Registered,Meghalaya,West Garo Hills,172,534,1658,2192,528,137,102,1425
Case Registered,Meghalaya,West Jaintia Hills,118,1465,521,1986,13,6,39,1928
Case Registered,Meghalaya,West Khasi Hills,135,1015,941,1956,29,25,182,1720
Case Registered,Mizoram,Aizawl,71,3868,4014,7882,474,2031,648,4729
Case Registered,Mizoram,Champhai,55,1173,1624,2797,235,680,352,1530
Case Registered,Mizoram,Hnahthial,31,812,721,1533,4,12,43,1474
Case Registered,Mizoram,Khawzawl,30,765,712,1477,23,66,55,1333
Case Registered,Mizoram,Kolasib,57,3372,2692,6064,121,350,241,5352
Case Registered,Mizoram,Lawngtlai,176,214,312,526,37,226,33,230
Case Registered,Mizoram,Lunglei,126,2172,2459,4631,24,202,102,4303
Case Registered,Mizoram,Mamit,100,1721,1733,3454,210,314,75,2855
Case Registered,Mizoram,Saiha,93,295,418,713,133,158,44,378
Case Registered,Mizoram,Saitual,40,611,323,934,69,114,32,719
Case Registered,Mizoram,Serchhip,55,503,516,1019,106,66,31,816
Case Registered,Nagaland,Dimapur,142,3146,3565,6711,333,245,456,5677
Case Registered,Nagaland,Kiphire,83,1849,1985,3834,279,2,76,3477
Case Registered,Nagaland,Kohima,61,893,464,1357,19,22,40,1276
Case Registered,Nagaland,Longleng,54,118,69,187,29,30,59,69
Case Registered,Nagaland,Mokokchung,115,251,417,668,17,3,16,632
Case Registered,Nagaland,Mon,166,3117,4544,7661,56,228,146,7231
Case Registered,Nagaland,Noklak,16,0,3,3,0,1,0,2
Case Registered,Nagaland,Peren,113,1069,1580,2649,20,10,52,2567
Case Registered,Nagaland,Phek,63,231,184,415,0,0,7,408
Case Registered,Nagaland,Tuensang,75,811,1028,1839,15,7,17,1800
Case Registered,Nagaland,Wokha,155,256,404,660,1,0,2,657
Case Registered,Nagaland,Zunheboto,191,727,1008,1735,268,41,43,1383
Case Registered,Nagaland,Chumoukedima,1,0,0,0,0,0,0,0
Case Registered,Nagaland,Niuland,1,0,0,0,0,0,0,0
Case Registered,Nagaland,Shamator,1,0,0,0,0,0,0,0
Case Registered,Nagaland,Tseminyu,1,0,0,0,0,0,0,0
Case Registered,Odisha,Anugul,225,10651,5180,15831,5579,3670,5789,793
Case Registered,Odisha,Balangir,318,16068,25711,41779,3452,12136,15450,10741
Case Registered,Odisha,Baleshwar,360,4657,5392,10049,3282,3120,2609,1038
Case Registered,Odisha,Bargarh,253,2543,2273,4816,473,2312,1310,721
Case Registered,Odisha,Baudh,69,802,3752,4554,369,2664,993,528
Case Registered,Odisha,Bhadrak,218,6198,11962,18160,10775,3856,3208,321
Case Registered,Odisha,Cuttack,374,7260,17612,24872,9237,8236,5298,2101
Case Registered,Odisha,Debagarh,70,622,826,1448,265,481,232,470
Case Registered,Odisha,Dhenkanal,211,17152,14922,32074,6758,4741,14095,6480
Case Registered,Odisha,Gajapati,149,1966,4231,6197,1832,583,1325,2457
Case Registered,Odisha,Ganjam,503,1490,1574,3064,255,926,1280,603
Case Registered,Odisha,Jagatsinghapur,198,1761,3854,5615,3335,1048,1208,24
Case Registered,Odisha,Jajapur,311,3221,6338,9559,3864,3166,1690,839
Case Registered,Odisha,Jharsuguda,78,347,2669,3016,943,1229,412,432
Case Registered,Odisha,Kalahandi,310,12022,20348,32370,1036,9422,10676,11236
Case Registered,Odisha,Kandhamal,171,3437,8256,11693,746,1453,3698,5796
Case Registered,Odisha,Kendrapara,249,7045,5974,13019,932,5234,6641,212
Case Registered,Odisha,Kendujhar,297,4900,13294,18194,1870,2874,6072,7378
Case Registered,Odisha,Khordha,190,1595,2284,3879,1808,902,993,176
Case Registered,Odisha,Koraput,240,2396,6942,9338,2428,368,2847,3695
Case Registered,Odisha,Malkangiri,111,7405,26736,34141,955,191,22027,10968
Case Registered,Odisha,Mayurbhanj,402,5429,13491,18920,7404,2799,3185,5532
Case Registered,Odisha,Nabarangpur,189,1022,3074,4096,266,337,735,2758
Case Registered,Odisha,Nayagarh,194,1458,4608,6066,725,3767,1219,355
Case Registered,Odisha,Nuapada,131,2039,8184,10223,323,5827,1592,2481
Case Registered,Odisha,Puri,268,1427,2308,3735,1303,679,1438,315
Case Registered,Odisha,Rayagada,182,2118,5169,7287,136,114,2854,4183
Case Registered,Odisha,Sambalpur,138,1389,4054,5443,601,1477,861,2504
Case Registered,Odisha,Sonepur,109,3153,13173,16326,565,5387,8820,1554
Case Registered,Odisha,Sundargarh,279,1668,3012,4680,506,1525,1622,1027
Case Registered,Puducherry,Karaikal,12,227,267,494,167,193,127,7
Case Registered,Puducherry,Mahe,5,42,32,74,3,7,64,0
Case Registered,Puducherry,Puducherry,75,872,1694,2566,393,1270,861,42
Case Registered,Puducherry,Yanam,6,18,18,36,0,2,34,0
Case Registered,Punjab,Amritsar,859,4707,5566,10273,4090,2440,3234,509
Case Registered,Punjab,Bathinda,318,4422,2595,7017,3048,1205,2510,254
Case Registered,Punjab,Burnala,175,2500,1677,4177,1376,1093,1417,291
Case Registered,Punjab,Faridkot,243,5616,6159,11775,4063,1112,6194,406
Case Registered,Punjab,Fatehgarh Sahib,427,4449,2628,7077,1340,878,3053,1806
Case Registered,Punjab,Fazilka,454,7449,14926,22375,3008,1864,17240,263
Case Registered,Punjab,Firozepur,807,31786,92688,124474,25099,2602,94383,2390
Case Registered,Punjab,Gurdaspur,1268,3921,9148,13069,5764,3016,3937,352
Case Registered,Punjab,Hoshiarpur,1405,580,877,1457,480,277,670,30
Case Registered,Punjab,Jalandhar,890,5217,3780,8997,4009,1254,3354,380
Case Registered,Punjab,Kapurthala,545,5124,4731,9855,845,238,991,7781
Case Registered,Punjab,Ludhiana,939,1397,4336,5733,1389,556,3741,47
Case Registered,Punjab,Malerkotla,174,122,691,813,61,534,214,4
Case Registered,Punjab,Mansa,244,2033,2352,4385,1552,154,2557,122
Case Registered,Punjab,Moga,340,5461,9078,14539,4610,1327,8483,119
Case Registered,Punjab,Mohali (S.A.S Nagar),332,2929,2896,5825,1511,1264,2873,177
Case Registered,Punjab,Muktsar (Sri Muktasar Sahib),269,728,1664,2392,658,314,1212,208
Case Registered,Punjab,Pathankot,421,2616,4427,7043,1708,1999,3320,16
Case Registered,Punjab,Patiala,1020,2271,3047,5318,2063,889,2319,47
Case Registered,Punjab,Rupnagar,611,1649,2321,3970,1711,714,1474,71
Case Registered,Punjab,Sangrur,424,1889,3739,5628,2701,482,2175,270
Case Registered,Punjab,Shaheed Bhagat Singh Nagar,466,3448,2684,6132,664,1022,4060,386
Case Registered,Punjab,Tarn Taran,571,3129,7060,10189,4067,981,5092,49
Case Registered,Rajasthan,Ajmer,325,9802,13135,22937,7294,9023,5124,1496
Case Registered,Rajasthan,Alwar,584,8788,12923,21711,6004,6723,4734,4250
Case Registered,Rajasthan,Banswara,419,7514,10732,18246,8617,3903,3665,2061
Case Registered,Rajasthan,Baran,235,11445,31914,43359,7335,12209,13972,9843
Case Registered,Rajasthan,Barmer,689,17108,22107,39215,7904,7171,19820,4320
Case Registered,Rajasthan,Bharatpur,405,18677,23647,42324,10732,6510,21506,3576
Case Registered,Rajasthan,Bhilwara,398,2965,6469,9434,2332,3714,2150,1238
Case Registered,Rajasthan,Bikaner,367,10481,14634,25115,3949,7748,10095,3323
Case Registered,Rajasthan,Bundi,184,1012,8465,9477,869,5495,1859,1254
Case Registered,Rajasthan,Chittaurgarh,299,1768,2646,4414,628,932,2564,290
Case Registered,Rajasthan,Churu,304,1240,5410,6650,1955,2419,1992,284
Case Registered,Rajasthan,Dausa,287,2401,3456,5857,764,1945,2561,587
Case Registered,Rajasthan,Dholpur,191,2236,3751,5987,1393,1468,2256,870
Case Registered,Rajasthan,Dungarpur,353,15913,13341,29254,5267,7613,10815,5559
Case Registered,Rajasthan,Ganganagar,345,6780,8327,15107,3476,4858,4592,2181
Case Registered,Rajasthan,Hanumangarh,269,1499,11434,12933,2647,6931,3185,170
Case Registered,Rajasthan,Jaipur,601,7332,16203,23535,4862,10572,6104,1997
Case Registered,Rajasthan,Jaisalmer,216,10894,4256,15150,1754,1207,7903,4286
Case Registered,Rajasthan,Jalore,278,4074,12549,16623,1857,12156,2018,592
Case Registered,Rajasthan,Jhalawar,253,6310,28253,34563,5707,14261,8690,5905
Case Registered,Rajasthan,Jhunjhunu,336,2251,2653,4904,1582,2225,828,269
Case Registered,Rajasthan,Jodhpur,625,8160,14444,22604,4217,11573,4702,2112
Case Registered,Rajasthan,Karauli,242,15861,29926,45787,7406,14211,14783,9387
Case Registered,Rajasthan,Kota,158,4840,12201,17041,2517,2545,9083,2896
Case Registered,Rajasthan,Nagaur,500,32258,21430,53688,6829,12739,23812,10308
Case Registered,Rajasthan,Pali,340,17499,16409,33908,9626,11127,8914,4241
Case Registered,Rajasthan,Pratapgarh (Raj.),233,1063,1492,2555,1063,1199,193,100
Case Registered,Rajasthan,Rajsamand,213,3738,5319,9057,3249,2105,2464,1239
Case Registered,Rajasthan,Sawai Madhopur,228,2846,3650,6496,1959,3482,587,468
Case Registered,Rajasthan,Sikar,374,2742,6403,9145,1666,1826,4532,1121
Case Registered,Rajasthan,Sirohi,170,1338,4709,6047,3369,1401,647,630
Case Registered,Rajasthan,Tonk,235,2142,4900,7042,1329,2143,3137,433
Case Registered,Rajasthan,Udaipur,650,12374,12479,24853,3752,5284,8679,7138
Case Registered,Rajasthan,Anoopgarh,10,846,497,1343,82,392,745,124
Case Registered,Rajasthan,Balotra,4,614,426,1040,82,312,571,75
Case Registered,Rajasthan,Beawar,1,137,115,252,21,70,140,21
Case Registered,Rajasthan,Deeg,1,73,81,154,1,20,127,6
Case Registered,Rajasthan,Didwana-Kuchaman,2,711,259,970,18,183,731,38
Case Registered,Rajasthan,Dudu,1,0,0,0,0,0,0,0
Case Registered,Rajasthan,Gangapur City,1,11,5,16,0,6,0,10
Case Registered,Rajasthan,Jaipur Rural,1,224,31,255,0,13,233,9
Case Registered,Rajasthan,Jodhpur (Rural),4,47,65,112,9,66,25,12
Case Registered,Rajasthan,Kekri,1,4,13,17,0,11,6,0
Case Registered,Rajasthan,Khairthal-Tijara,1,9,101,110,9,86,11,4
Case Registered,Rajasthan,Kotputli- Behror,2,31,90,121,3,68,44,6
Case Registered,Rajasthan,Neem Ka Thana,1,3,4,7,0,1,5,1
Case Registered,Rajasthan,Phalodi,1,3,13,16,0,13,3,0
Case Registered,Rajasthan,Sanchor,1,0,0,0,0,0,0,0
Case Registered,Rajasthan,Shahpura,1,22,28,50,6,10,10,24
Case Registered,Rajasthan,Slumber,1,11,1,12,5,0,3,4
Case Registered,Sikkim,East District (Gangtok),22,487,620,1107,248,127,660,72
Case Registered,Sikkim,North District (Mangan),25,70,108,178,16,37,100,25
Case Registered,Sikkim,Pakyong,27,15,40,55,4,42,3,6
Case Registered,Sikkim,Soreng,32,4,7,11,3,8,0,0
Case Registered,Sikkim,South District (Namchi),50,172,259,431,47,180,69,135
Case Registered,Sikkim,West District (Geyzing),29,407,651,1058,226,429,157,246
Case Registered,Tamil Nadu,Ariyalur,201,32984,43351,76335,14274,27311,24329,10421
Case Registered,Tamil Nadu,Chengalpattu,359,5502,2774,8276,1887,2332,3438,619
Case Registered,Tamil Nadu,Chennai,112,2306,2289,4595,1028,1677,1533,357
Case Registered,Tamil Nadu,Coimbatore,228,7454,3428,10882,3638,3169,3414,661
Case Registered,Tamil Nadu,Cuddalore,683,5876,3032,8908,3156,2485,2861,406
Case Registered,Tamil Nadu,Dharmapuri,251,3755,1411,5166,1848,1538,1498,282
Case Registered,Tamil Nadu,Dindigul,306,1132,1408,2540,1433,700,332,75
Case Registered,Tamil Nadu,Erode,225,2035,1445,3480,1390,1614,316,160
Case Registered,Tamil Nadu,Kallakurichi,412,445,407,852,409,273,152,18
Case Registered,Tamil Nadu,Kancheepuram,274,2139,1195,3334,1652,850,782,50
Case Registered,Tamil Nadu,Kanya kumari,110,1533,1487,3020,1975,767,204,74
Case Registered,Tamil Nadu,Karur,157,2238,3658,5896,4074,1088,686,48
Case Registered,Tamil Nadu,Krishnagiri,333,1307,2382,3689,1119,1421,1065,84
Case Registered,Tamil Nadu,Madurai,420,1442,3306,4748,2000,2373,353,22
Case Registered,Tamil Nadu,Mayiladuthurai,241,244,170,414,134,194,78,8
Case Registered,Tamil Nadu,Nagapattinam,197,1317,1269,2586,1518,693,304,71
Case Registered,Tamil Nadu,Namakkal,321,844,875,1719,481,673,516,49
Case Registered,Tamil Nadu,Perambalur,121,447,258,705,268,250,167,20
Case Registered,Tamil Nadu,Pudukkottai,498,2346,1374,3720,1998,1178,509,35
Case Registered,Tamil Nadu,Ramanathapuram,429,4623,7835,12458,5202,5038,2139,79
Case Registered,Tamil Nadu,Ranipet,288,191,142,333,118,102,97,16
Case Registered,Tamil Nadu,Salem,393,3065,3181,6246,3701,1747,725,73
Case Registered,Tamil Nadu,Sivaganga,445,3000,2584,5584,1854,3043,648,39
Case Registered,Tamil Nadu,Tenkasi,221,1047,1038,2085,960,720,355,50
Case Registered,Tamil Nadu,Thanjavur,590,7778,4638,12416,5186,4838,2304,88
Case Registered,Tamil Nadu,The Nilgiris    (Hq: Udhagama,35,377,435,812,279,365,156,12
Case Registered,Tamil Nadu,Theni,130,525,956,1481,819,366,249,47
Case Registered,Tamil Nadu,Thiruvallur,526,4683,8065,12748,8012,1408,2056,1272
Case Registered,Tamil Nadu,Tiruchirappalli,409,9514,9292,18806,9683,5399,3393,331
Case Registered,Tamil Nadu,Tirunelveli,204,1330,1692,3022,650,1514,770,88
Case Registered,Tamil Nadu,Tirupathur,208,1781,3048,4829,1857,2731,223,18
Case Registered,Tamil Nadu,Tiruppur,267,712,821,1533,715,537,264,17
Case Registered,Tamil Nadu,Tiruvannamalai,848,6497,2934,9431,2816,4708,1662,245
Case Registered,Tamil Nadu,Tiruvarur,430,1389,2231,3620,750,1631,1215,24
Case Registered,Tamil Nadu,Tuticorin,403,1119,1077,2196,1655,228,294,19
Case Registered,Tamil Nadu,Vellore,247,1955,3492,5447,2364,2381,614,88
Case Registered,Tamil Nadu,Villupuram,588,2270,1887,4157,3014,556,456,131
Case Registered,Tamil Nadu,Virudhunagar,450,10013,9166,19179,7505,3149,7269,1256
Case Registered,Telangana,Adilabad,468,29442,57470,86912,14273,34251,24518,13870
Case Registered,Telangana,BhadradriKothagudem,481,12987,5585,18572,3212,7909,4183,3268
Case Registered,Telangana,Hanumakonda,208,2421,1465,3886,300,1990,1362,234
Case Registered,Telangana,Hyderabad,67,2855,1794,4649,591,2156,1288,614
Case Registered,Telangana,Jagtial,380,2016,1418,3434,310,1873,1060,191
Case Registered,Telangana,Jangoan,276,1339,1489,2828,406,1658,661,103
Case Registered,Telangana,Jayashankar Bhupalapally,241,337,1219,1556,238,682,406,230
Case Registered,Telangana,Jogulamba Gadwal,255,1245,2174,3419,690,1836,870,23
Case Registered,Telangana,Kamareddy,526,1133,2201,3334,1568,958,730,78
Case Registered,Telangana,Karimnagar,313,4725,11133,15858,3482,8985,2674,717
Case Registered,Telangana,Khammam,589,7637,20840,28477,4257,15592,2055,6573
Case Registered,Telangana,Kumuram Bheem Asifabad,335,406,940,1346,308,458,531,49
Case Registered,Telangana,Mahabubabad,461,437,890,1327,268,436,539,84
Case Registered,Telangana,Mahbubnagar,441,1301,4749,6050,2024,2072,1651,303
Case Registered,Telangana,Mancherial,310,88,84,172,34,60,65,13
Case Registered,Telangana,Medak,469,7579,33420,40999,5633,33304,1759,303
Case Registered,Telangana,MedchalMalkajgiri,61,204,317,521,218,175,93,35
Case Registered,Telangana,Mulugu,174,334,401,735,26,463,137,109
Case Registered,Telangana,Nagarkurnool,461,510,993,1503,593,521,302,87
Case Registered,Telangana,Nalgonda,844,1300,4120,5420,599,1987,1718,1116
Case Registered,Telangana,Narayanpet,280,362,862,1224,300,737,153,34
Case Registered,Telangana,Nirmal,396,688,1833,2521,275,734,954,558
Case Registered,Telangana,Nizamabad,530,2458,4232,6690,1466,3008,1865,351
Case Registered,Telangana,Peddapalli,266,1129,1253,2382,1087,1200,77,18
Case Registered,Telangana,Rajanna Sircilla,255,335,1024,1359,128,865,338,28
Case Registered,Telangana,Rangareddi,558,1193,1857,3050,1807,566,512,165
Case Registered,Telangana,Sangareddy,580,2188,3059,5247,1412,1446,2040,349
Case Registered,Telangana,Siddipet,499,327,723,1050,329,406,298,17
Case Registered,Telangana,Suryapet,475,958,1905,2863,631,1543,567,122
Case Registered,Telangana,Vikarabad,566,1515,2839,4354,1962,1712,557,123
Case Registered,Telangana,Wanaparthy,255,480,473,953,469,321,122,41
Case Registered,Telangana,Warangal Rural,323,4512,11253,15765,2495,7768,4212,1290
Case Registered,Telangana,YadadriBhuvanagiri,421,996,2389,3385,523,310,2445,107
Case Registered,Tripura,Dhalai,150,12263,17540,29803,1488,7031,15090,6194
Case Registered,Tripura,Gomati,173,9852,3081,12933,1496,6825,2539,2073
Case Registered,Tripura,Khowai,124,6620,6643,13263,2676,4275,3957,2355
Case Registered,Tripura,North Tripura,129,3345,5466,8811,1951,2419,1910,2531
Case Registered,Tripura,Sepahijala,169,2845,4402,7247,2639,1710,1746,1152
Case Registered,Tripura,South Tripura,166,1354,3780,5134,1944,1381,1182,627
Case Registered,Tripura,Unakoti,91,1144,3220,4364,2592,838,494,440
Case Registered,Tripura,West Tripura,176,4517,7952,12469,2731,2716,2265,4757
Case Registered,Uttar Pradesh,Agra,672,18234,20877,39111,11958,9341,16036,1776
Case Registered,Uttar Pradesh,Aligarh,700,12419,11074,23493,4353,5971,9476,3693
Case Registered,Uttar Pradesh,Allahabad,1092,6457,7611,14068,3853,4521,4792,902
Case Registered,Uttar Pradesh,Ambedkar Nagar,800,17400,13584,30984,6662,7287,15409,1626
Case Registered,Uttar Pradesh,Amethi,682,12816,11694,24510,3978,4682,13624,2226
Case Registered,Uttar Pradesh,Auraiya,477,2725,1870,4595,1677,1341,1329,248
Case Registered,Uttar Pradesh,Ayodhya,832,20544,23094,43638,3453,9774,29555,856
Case Registered,Uttar Pradesh,Azamgarh,800,2731,3253,5984,562,2305,2613,504
Case Registered,Uttar Pradesh,Baghpat,245,1190,2053,3243,918,1156,860,309
Case Registered,Uttar Pradesh,Bahraich,800,87923,109886,197809,21368,137849,30771,7821
Case Registered,Uttar Pradesh,Ballia,800,60436,26008,86444,12447,43776,26162,4059
Case Registered,Uttar Pradesh,Balrampur,700,4737,19572,24309,5472,9012,7938,1887
Case Registered,Uttar Pradesh,Banda,470,1259,4626,5885,635,1654,3261,335
Case Registered,Uttar Pradesh,Barabanki,895,13364,18116,31480,2283,5413,22578,1206
Case Registered,Uttar Pradesh,Bareilly,850,12589,37812,50401,4835,34701,10155,710
Case Registered,Uttar Pradesh,Basti,986,5556,10932,16488,6005,3218,5942,1323
Case Registered,Uttar Pradesh,Bhimnagar (Sambhal),670,1886,3977,5863,1090,1645,2627,501
Case Registered,Uttar Pradesh,Bijnor,1000,2366,5591,7957,1908,2965,2727,357
Case Registered,Uttar Pradesh,Budaun,900,2548,6587,9135,1765,3744,2994,632
